,노출(분),상품군,판매단가,취급액,판매수량,남여,무이자/일시불,최저기온,최고기온,평균기온,강수량,미세먼지농도,소비자물가지수,시각인덱스,New상품명,공휴일 여부,휴일 여부,New요일
32744,20,0,6,3881000,2,2,2,3.7,13.9,8.9,2.8,29,104.87,12,0,0,0,2
32745,20,5,0,13850000,232,2,2,3.7,13.9,8.9,2.8,29,104.87,38,0,0,0,2
32750,20,5,0,17038000,285,2,2,3.7,13.9,8.9,2.8,29,104.87,42,0,0,0,2
32753,20,8,0,51233000,743,2,2,3.7,13.9,8.9,2.8,29,104.87,48,0,0,0,2
32754,20,6,2,24075000,81,2,2,3.7,13.9,8.9,2.8,29,104.87,50,67,0,0,2
32755,20,6,2,40064000,134,2,2,3.7,13.9,8.9,2.8,29,104.87,52,67,0,0,2
32756,20,6,2,48765000,164,2,2,3.7,13.9,8.9,2.8,29,104.87,54,67,0,0,2
32757,30,2,1,25209000,128,2,2,3.7,13.9,8.9,2.8,29,104.87,56,0,0,0,2
32760,20,7,0,51899000,880,2,2,3.7,13.9,8.9,2.8,29,104.87,64,0,0,0,2
32762,20,9,1,14899000,69,2,0,3.7,13.9,8.9,2.8,29,104.87,68,59,0,0,2
32764,20,9,1,5557000,27,2,0,3.7,13.9,8.9,2.8,29,104.87,68,59,0,0,2
32769,20,9,1,5299000,27,2,1,3.7,13.9,8.9,2.8,29,104.87,70,59,0,0,2
32770,20,9,1,28093000,129,2,0,3.7,13.9,8.9,2.8,29,104.87,72,59,0,0,2
32773,20,9,1,7547000,39,2,1,3.7,13.9,8.9,2.8,29,104.87,72,59,0,0,2
32775,20,9,0,6884000,99,2,2,3.7,13.9,8.9,2.8,29,104.87,74,0,0,0,2
32789,20,10,0,10148000,128,0,2,3.7,13.9,8.9,2.8,29,104.87,84,11,0,0,2
32792,20,9,0,39677000,362,1,2,3.7,13.9,8.9,2.8,29,104.87,86,14,0,0,2
32793,20,9,0,58164000,530,0,2,3.7,13.9,8.9,2.8,29,104.87,88,14,0,0,2
32795,20,5,0,26374000,331,2,2,3.7,13.9,8.9,2.8,29,104.87,92,70,0,0,2
32797,20,5,0,57675000,722,2,2,3.7,13.9,8.9,2.8,29,104.87,96,70,0,0,2
32798,20,3,0,37815000,1224,2,2,3.7,13.9,8.9,2.8,29,104.87,98,17,0,0,2
32801,20,3,0,31195000,711,2,2,3.7,13.9,8.9,2.8,29,104.87,104,0,0,0,2
32806,20,1,3,109884000,123,2,2,3.7,13.9,8.9,2.8,29,104.87,120,9,0,0,2
32818,20,0,4,3388000,3,2,2,3.7,13.9,8.9,2.8,29,104.87,134,8,0,0,2
32820,20,0,3,0,0,2,2,3.7,13.9,8.9,2.8,29,104.87,136,8,0,0,2
32821,20,0,3,7261000,9,2,2,3.7,13.9,8.9,2.8,29,104.87,136,8,0,0,2
32823,20,0,3,3254000,3,2,2,3.7,13.9,8.9,2.8,29,104.87,136,8,0,0,2
32828,20,0,3,25420000,27,2,2,3.7,13.9,8.9,2.8,29,104.87,138,8,0,0,2
32835,20,9,0,4223000,47,2,1,-0.7,8.6,3.7,0,32,104.87,8,0,0,0,3
32838,20,9,0,11488000,122,2,0,-0.7,8.6,3.7,0,32,104.87,12,0,0,0,3
32840,20,6,0,15262000,259,2,2,-0.7,8.6,3.7,0,32,104.87,38,67,0,0,3
32842,20,6,0,48986000,831,2,2,-0.7,8.6,3.7,0,32,104.87,42,67,0,0,3
32843,20,5,0,30551000,766,2,2,-0.7,8.6,3.7,0,32,104.87,44,0,0,0,3
32847,20,8,1,5613000,29,2,2,-0.7,8.6,3.7,0,32,104.87,50,29,0,0,3
32848,20,8,1,2277000,12,2,2,-0.7,8.6,3.7,0,32,104.87,50,29,0,0,3
32850,20,8,1,12945000,66,2,2,-0.7,8.6,3.7,0,32,104.87,52,29,0,0,3
32851,20,8,1,3902000,20,2,2,-0.7,8.6,3.7,0,32,104.87,52,29,0,0,3
32852,20,8,2,23781000,60,2,2,-0.7,8.6,3.7,0,32,104.87,54,30,0,0,3
32854,20,8,1,7241000,37,2,2,-0.7,8.6,3.7,0,32,104.87,54,29,0,0,3
32856,30,8,5,0,0,2,2,-0.7,8.6,3.7,0,32,104.87,56,43,0,0,3
32857,30,8,5,4017000,2,2,2,-0.7,8.6,3.7,0,32,104.87,56,75,0,0,3
32858,30,8,4,0,0,2,2,-0.7,8.6,3.7,0,32,104.87,56,43,0,0,3
32860,30,8,3,3665000,4,2,2,-0.7,8.6,3.7,0,32,104.87,56,75,0,0,3
32866,30,8,4,7465000,6,2,2,-0.7,8.6,3.7,0,32,104.87,59,37,0,0,3
32867,30,8,3,3665000,4,2,2,-0.7,8.6,3.7,0,32,104.87,59,75,0,0,3
32871,20,5,0,50207000,719,2,2,-0.7,8.6,3.7,0,32,104.87,66,0,0,0,3
32872,20,3,0,42861000,859,2,2,-0.7,8.6,3.7,0,32,104.87,68,98,0,0,3
32874,20,3,0,58626000,1175,2,2,-0.7,8.6,3.7,0,32,104.87,72,98,0,0,3
32876,20,4,0,23793000,469,2,2,-0.7,8.6,3.7,0,32,104.87,76,74,0,0,3
32879,20,6,0,13064000,219,2,2,-0.7,8.6,3.7,0,32,104.87,80,44,0,0,3
32880,20,6,0,38753000,647,2,2,-0.7,8.6,3.7,0,32,104.87,82,44,0,0,3
32881,20,6,0,25141000,420,2,2,-0.7,8.6,3.7,0,32,104.87,82,44,0,0,3
32886,20,2,1,13358000,85,2,2,-0.7,8.6,3.7,0,32,104.87,90,0,0,0,3
32890,20,3,0,32057000,545,2,2,-0.7,8.6,3.7,0,32,104.87,98,76,0,0,3
32891,20,3,0,41612000,707,2,2,-0.7,8.6,3.7,0,32,104.87,100,76,0,0,3
32892,20,3,0,55718000,946,2,2,-0.7,8.6,3.7,0,32,104.87,102,76,0,0,3
32894,20,3,0,23867000,584,2,2,-0.7,8.6,3.7,0,32,104.87,106,93,0,0,3
32898,20,9,1,4918000,34,2,1,-0.7,8.6,3.7,0,32,104.87,110,4,0,0,3
32899,20,9,1,2909000,19,2,0,-0.7,8.6,3.7,0,32,104.87,110,4,0,0,3
32900,20,9,1,22533000,135,2,1,-0.7,8.6,3.7,0,32,104.87,112,4,0,0,3
32902,20,9,1,13984000,95,2,1,-0.7,8.6,3.7,0,32,104.87,112,4,0,0,3
32904,20,9,1,40971000,244,2,1,-0.7,8.6,3.7,0,32,104.87,114,4,0,0,3
32906,20,9,1,22034000,149,2,1,-0.7,8.6,3.7,0,32,104.87,114,4,0,0,3
32908,20,4,1,29842000,158,2,2,-0.7,8.6,3.7,0,32,104.87,116,23,0,0,3
32909,20,4,1,72071000,382,2,2,-0.7,8.6,3.7,0,32,104.87,118,23,0,0,3
32912,20,7,0,85560000,2150,2,2,-0.7,8.6,3.7,0,32,104.87,124,87,0,0,3
32914,20,1,4,21642000,16,2,1,-0.7,8.6,3.7,0,32,104.87,128,9,0,0,3
32916,20,1,4,32464000,24,2,1,-0.7,8.6,3.7,0,32,104.87,130,9,0,0,3
32920,20,1,3,0,0,2,1,-0.7,8.6,3.7,0,32,104.87,134,1,0,0,3
32926,20,1,3,6039000,6,2,1,-0.7,8.6,3.7,0,32,104.87,136,1,0,0,3
32927,20,1,4,6291000,6,2,0,-0.7,8.6,3.7,0,32,104.87,136,1,0,0,3
32928,20,1,4,4454000,3,2,1,-0.7,8.6,3.7,0,32,104.87,136,1,0,0,3
32931,20,1,6,7574000,3,2,0,-0.7,8.6,3.7,0,32,104.87,136,1,0,0,3
32935,20,1,4,27102000,16,2,0,-0.7,8.6,3.7,0,32,104.87,138,1,0,0,3
32936,20,1,6,0,0,2,1,-0.7,8.6,3.7,0,32,104.87,138,1,0,0,3
32937,20,1,6,7549000,3,2,0,-0.7,8.6,3.7,0,32,104.87,138,1,0,0,3
32941,20,4,0,916000,16,2,2,-1,14,7.2,3.6,33,104.87,38,0,0,0,4
32942,20,4,0,334000,9,2,2,-1,14,7.2,3.6,33,104.87,38,0,0,0,4
32943,20,4,0,20450000,257,2,2,-1,14,7.2,3.6,33,104.87,40,0,0,0,4
32949,20,2,0,33299000,444,2,1,-1,14,7.2,3.6,33,104.87,44,32,0,0,4
32954,20,2,0,13651000,173,2,0,-1,14,7.2,3.6,33,104.87,48,32,0,0,4
32957,20,7,0,71809000,1199,0,2,-1,14,7.2,3.6,33,104.87,54,0,0,0,4
32958,20,2,0,24494000,409,1,2,-1,14,7.2,3.6,33,104.87,56,63,0,0,4
32959,20,2,0,30536000,510,0,2,-1,14,7.2,3.6,33,104.87,58,63,0,0,4
32961,20,9,0,21569000,288,2,2,-1,14,7.2,3.6,33,104.87,62,52,0,0,4
32963,20,9,0,36046000,482,2,2,-1,14,7.2,3.6,33,104.87,66,52,0,0,4
32965,20,3,0,51787000,1332,2,2,-1,14,7.2,3.6,33,104.87,70,0,0,0,4
32967,20,3,0,14390000,241,2,2,-1,14,7.2,3.6,33,104.87,74,0,0,0,4
32968,20,3,0,29083000,486,2,2,-1,14,7.2,3.6,33,104.87,76,0,0,0,4
32970,20,2,0,16991000,216,2,0,-1,14,7.2,3.6,33,104.87,78,32,0,0,4
32971,20,2,0,44012000,587,2,1,-1,14,7.2,3.6,33,104.87,80,32,0,0,4
32973,20,2,0,50431000,672,2,1,-1,14,7.2,3.6,33,104.87,82,32,0,0,4
32977,20,3,0,7430000,170,2,2,-1,14,7.2,3.6,33,104.87,86,0,0,0,4
32980,20,3,0,19265000,387,2,2,-1,14,7.2,3.6,33,104.87,88,0,0,0,4
32983,20,9,0,52273000,477,2,2,-1,14,7.2,3.6,33,104.87,94,14,0,0,4
32986,20,3,0,38259000,767,2,2,-1,14,7.2,3.6,33,104.87,100,48,0,0,4
32988,20,3,0,43473000,778,2,2,-1,14,7.2,3.6,33,104.87,104,47,0,0,4
32989,20,3,0,62624000,1121,2,2,-1,14,7.2,3.6,33,104.87,106,47,0,0,4
32990,20,3,0,71500000,1280,2,2,-1,14,7.2,3.6,33,104.87,108,47,0,0,4
32994,20,2,0,30292000,404,2,1,-1,14,7.2,3.6,33,104.87,116,32,0,0,4
32997,20,2,0,14711000,187,2,0,-1,14,7.2,3.6,33,104.87,118,32,0,0,4
32998,20,2,0,85055000,1134,2,1,-1,14,7.2,3.6,33,104.87,120,32,0,0,4
33001,30,1,3,10005000,12,2,2,-1,14,7.2,3.6,33,104.87,122,9,0,0,4
33008,30,0,2,0,0,2,2,-1,14,7.2,3.6,33,104.87,128,0,0,0,4
33010,30,0,3,2281000,2,2,2,-1,14,7.2,3.6,33,104.87,131,0,0,0,4
33011,30,0,2,863000,3,2,2,-1,14,7.2,3.6,33,104.87,131,103,0,0,4
33015,20,1,2,76487000,157,2,2,-1,14,7.2,3.6,33,104.87,136,10,0,0,4
33018,20,5,0,10426000,88,2,2,5.1,17.1,10.3,0.2,54,104.87,2,20,0,1,5
33019,20,5,0,38495000,324,2,2,5.1,17.1,10.3,0.2,54,104.87,4,20,0,1,5
33021,20,5,0,37287000,314,2,2,5.1,17.1,10.3,0.2,54,104.87,6,20,0,1,5
33022,20,5,0,17276000,146,2,2,5.1,17.1,10.3,0.2,54,104.87,6,20,0,1,5
33026,20,5,0,13398000,192,2,2,5.1,17.1,10.3,0.2,54,104.87,38,0,0,1,5
33028,20,5,0,28948000,415,2,2,5.1,17.1,10.3,0.2,54,104.87,40,0,0,1,5
33029,20,5,0,16380000,235,2,2,5.1,17.1,10.3,0.2,54,104.87,40,0,0,1,5
33033,20,6,0,32763000,415,2,2,5.1,17.1,10.3,0.2,54,104.87,46,44,0,1,5
33034,20,6,0,47879000,607,2,2,5.1,17.1,10.3,0.2,54,104.87,48,44,0,1,5
33037,20,7,0,90436000,1675,2,2,5.1,17.1,10.3,0.2,54,104.87,54,87,0,1,5
33041,20,6,0,15178000,193,2,2,5.1,17.1,10.3,0.2,54,104.87,58,42,0,1,5
33045,30,8,1,2712000,12,2,2,5.1,17.1,10.3,0.2,54,104.87,62,56,0,1,5
33046,30,8,1,2962000,14,2,2,5.1,17.1,10.3,0.2,54,104.87,62,28,0,1,5
33047,30,8,1,7611000,29,2,2,5.1,17.1,10.3,0.2,54,104.87,62,29,0,1,5
33051,30,8,1,12205000,52,2,2,5.1,17.1,10.3,0.2,54,104.87,65,56,0,1,5
33054,30,8,1,25298000,102,2,2,5.1,17.1,10.3,0.2,54,104.87,65,0,0,1,5
33055,30,8,1,4487000,29,2,2,5.1,17.1,10.3,0.2,54,104.87,65,0,0,1,5
33062,20,9,1,3992000,20,2,0,5.1,17.1,10.3,0.2,54,104.87,70,59,0,1,5
33067,20,9,1,6795000,35,2,1,5.1,17.1,10.3,0.2,54,104.87,72,59,0,1,5
33070,20,6,2,88998000,298,2,2,5.1,17.1,10.3,0.2,54,104.87,78,67,0,1,5
33071,10,3,0,48725000,1577,2,2,5.1,17.1,10.3,0.2,54,104.87,80,57,0,1,5
33074,10,3,0,35459000,1148,2,2,5.1,17.1,10.3,0.2,54,104.87,83,57,0,1,5
33075,10,3,0,31031000,1005,2,2,5.1,17.1,10.3,0.2,54,104.87,84,57,0,1,5
33077,20,6,0,42870000,716,2,2,5.1,17.1,10.3,0.2,54,104.87,86,44,0,1,5
33079,20,6,0,46234000,772,2,2,5.1,17.1,10.3,0.2,54,104.87,88,44,0,1,5
33081,20,6,0,45634000,762,2,2,5.1,17.1,10.3,0.2,54,104.87,90,44,0,1,5
33082,20,6,0,24728000,413,2,2,5.1,17.1,10.3,0.2,54,104.87,90,44,0,1,5
33084,20,6,0,39559000,661,2,2,5.1,17.1,10.3,0.2,54,104.87,92,44,0,1,5
33087,20,3,0,33115000,830,2,2,5.1,17.1,10.3,0.2,54,104.87,98,0,0,1,5
33088,20,3,0,55340000,1387,2,2,5.1,17.1,10.3,0.2,54,104.87,100,0,0,1,5
33090,20,3,0,26874000,870,2,2,5.1,17.1,10.3,0.2,54,104.87,104,17,0,1,5
33091,20,3,0,58854000,1905,2,2,5.1,17.1,10.3,0.2,54,104.87,106,17,0,1,5
33097,20,1,4,0,0,2,1,5.1,17.1,10.3,0.2,54,104.87,128,1,0,1,5
33098,20,1,4,22622000,13,2,0,5.1,17.1,10.3,0.2,54,104.87,128,1,0,1,5
33101,20,1,3,9034000,8,2,1,5.1,17.1,10.3,0.2,54,104.87,130,1,0,1,5
33102,20,1,4,9461000,8,2,0,5.1,17.1,10.3,0.2,54,104.87,130,1,0,1,5
33107,20,1,3,6064000,6,2,1,5.1,17.1,10.3,0.2,54,104.87,132,1,0,1,5
33111,20,1,6,6970000,3,2,1,5.1,17.1,10.3,0.2,54,104.87,132,1,0,1,5
33115,20,0,3,7258000,9,2,2,5.1,17.1,10.3,0.2,54,104.87,134,8,0,1,5
33117,20,0,3,6461000,6,2,2,5.1,17.1,10.3,0.2,54,104.87,134,8,0,1,5
33121,20,0,3,16864000,19,2,2,5.1,17.1,10.3,0.2,54,104.87,136,8,0,1,5
33123,20,0,3,3254000,3,2,2,5.1,17.1,10.3,0.2,54,104.87,136,8,0,1,5
33124,20,0,4,6732000,6,2,2,5.1,17.1,10.3,0.2,54,104.87,136,8,0,1,5
33125,20,0,3,9393000,14,2,2,5.1,17.1,10.3,0.2,54,104.87,138,8,0,1,5
33126,20,0,3,6058000,9,2,2,5.1,17.1,10.3,0.2,54,104.87,138,8,0,1,5
33128,20,0,3,33027000,35,2,2,5.1,17.1,10.3,0.2,54,104.87,138,8,0,1,5
33129,20,0,3,0,0,2,2,5.1,17.1,10.3,0.2,54,104.87,138,8,0,1,5
33131,20,3,0,26819000,816,2,2,6.1,15.4,11,19,27,104.87,8,61,0,1,6
33134,20,6,0,14528000,297,2,2,6.1,15.4,11,19,27,104.87,38,86,0,1,6
33136,20,6,0,35946000,734,2,2,6.1,15.4,11,19,27,104.87,42,86,0,1,6
33137,20,7,0,35579000,604,2,2,6.1,15.4,11,19,27,104.87,44,0,0,1,6
33139,20,7,0,72407000,1228,2,2,6.1,15.4,11,19,27,104.87,48,0,0,1,6
33141,20,6,0,57644000,825,2,2,6.1,15.4,11,19,27,104.87,52,36,0,1,6
33147,20,9,0,77050000,702,2,2,6.1,15.4,11,19,27,104.87,64,14,0,1,6
33149,20,9,0,19983000,309,2,0,6.1,15.4,11,19,27,104.87,68,0,0,1,6
33150,20,9,0,25327000,417,2,1,6.1,15.4,11,19,27,104.87,68,0,0,1,6
33154,20,9,0,63237000,1041,2,1,6.1,15.4,11,19,27,104.87,72,0,0,1,6
33156,20,7,0,72317000,1818,2,2,6.1,15.4,11,19,27,104.87,76,87,0,1,6
33158,20,5,0,44245000,633,1,2,6.1,15.4,11,19,27,104.87,80,0,0,1,6
33161,20,8,2,6858000,18,0,2,6.1,15.4,11,19,27,104.87,86,30,0,1,6
33162,20,8,1,7238000,37,1,2,6.1,15.4,11,19,27,104.87,86,29,0,1,6
33163,20,8,1,0,0,2,2,6.1,15.4,11,19,27,104.87,86,29,0,1,6
33166,20,8,1,5023000,26,2,2,6.1,15.4,11,19,27,104.87,88,29,0,1,6
33167,20,8,2,46092000,116,2,2,6.1,15.4,11,19,27,104.87,90,30,0,1,6
33168,20,8,1,25705000,130,2,2,6.1,15.4,11,19,27,104.87,90,29,0,1,6
33171,20,1,3,169907000,189,2,2,6.1,15.4,11,19,27,104.87,94,9,0,1,6
33172,20,4,0,44677000,880,2,2,6.1,15.4,11,19,27,104.87,96,74,0,1,6
33174,20,3,0,141139000,2829,2,2,6.1,15.4,11,19,27,104.87,100,104,0,1,6
33176,20,3,0,35060000,902,2,2,6.1,15.4,11,19,27,104.87,104,0,0,1,6
33178,20,3,0,58205000,1497,2,2,6.1,15.4,11,19,27,104.87,108,0,0,1,6
33181,20,9,1,9183000,63,2,1,6.1,15.4,11,19,27,104.87,122,4,0,1,6
33190,20,9,1,8668000,55,2,0,6.1,15.4,11,19,27,104.87,126,4,0,1,6
33191,20,1,4,14445000,11,2,1,6.1,15.4,11,19,27,104.87,128,9,0,1,6
33193,20,1,4,79353000,59,2,1,6.1,15.4,11,19,27,104.87,130,9,0,1,6
33194,20,1,4,71655000,48,2,0,6.1,15.4,11,19,27,104.87,130,9,0,1,6
33197,20,1,2,74848000,154,2,2,6.1,15.4,11,19,27,104.87,134,10,0,1,6
33200,20,4,1,11118000,57,2,2,6.1,15.4,11,19,27,104.87,140,111,0,1,6
33204,20,4,1,8822000,50,2,2,6.1,15.4,11,19,27,104.87,142,111,0,1,6
33205,20,4,1,6317000,43,0,2,6.1,15.4,11,19,27,104.87,142,111,0,1,6
33211,20,4,0,674000,8,2,2,3.4,16.4,8.7,11.6,22,104.87,8,0,0,0,0
33213,20,4,0,6342000,67,2,2,3.4,16.4,8.7,11.6,22,104.87,10,0,0,0,0
33215,20,4,1,6925000,41,2,2,3.4,16.4,8.7,11.6,22,104.87,12,0,0,0,0
33217,20,4,0,6015000,71,2,2,3.4,16.4,8.7,11.6,22,104.87,12,0,0,0,0
33223,20,9,0,27632000,554,2,2,3.4,16.4,8.7,11.6,22,104.87,48,41,0,0,0
33228,20,5,0,67186000,1684,2,2,3.4,16.4,8.7,11.6,22,104.87,58,0,0,0,0
33232,20,3,0,74309000,1490,2,2,3.4,16.4,8.7,11.6,22,104.87,66,98,0,0,0
33234,20,3,0,61814000,1239,2,2,3.4,16.4,8.7,11.6,22,104.87,70,98,0,0,0
33235,20,3,0,75110000,1506,2,2,3.4,16.4,8.7,11.6,22,104.87,72,98,0,0,0
33236,20,9,0,7786000,196,2,2,3.4,16.4,8.7,11.6,22,104.87,74,0,0,0,0
33238,20,9,0,19664000,493,2,2,3.4,16.4,8.7,11.6,22,104.87,76,0,0,0,0
33239,20,9,0,21834000,313,2,2,3.4,16.4,8.7,11.6,22,104.87,76,0,0,0,0
33242,20,5,0,16444000,275,2,2,3.4,16.4,8.7,11.6,22,104.87,80,85,0,0,0
33243,20,5,0,36802000,615,2,2,3.4,16.4,8.7,11.6,22,104.87,82,85,0,0,0
33244,20,5,0,22489000,376,2,2,3.4,16.4,8.7,11.6,22,104.87,84,0,0,0,0
33246,20,5,0,99701000,1665,2,2,3.4,16.4,8.7,11.6,22,104.87,86,0,0,0,0
33251,20,9,0,108086000,985,2,2,3.4,16.4,8.7,11.6,22,104.87,94,14,0,0,0
33252,20,3,0,18567000,466,2,2,3.4,16.4,8.7,11.6,22,104.87,96,0,0,0,0
33262,20,9,0,17120000,189,2,1,3.4,16.4,8.7,11.6,22,104.87,112,0,0,0,0
33273,20,9,1,11850000,57,2,0,3.4,16.4,8.7,11.6,22,104.87,130,59,0,0,0
33275,20,9,1,42943000,197,2,0,3.4,16.4,8.7,11.6,22,104.87,132,59,0,0,0
33276,20,9,1,29879000,144,2,1,3.4,16.4,8.7,11.6,22,104.87,132,59,0,0,0
33278,20,9,1,12040000,61,2,1,3.4,16.4,8.7,11.6,22,104.87,132,59,0,0,0
33279,20,9,1,35510000,163,2,0,3.4,16.4,8.7,11.6,22,104.87,134,59,0,0,0
33283,20,6,2,19375000,65,2,2,3.4,16.4,8.7,11.6,22,104.87,136,67,0,0,0
33286,20,6,0,1561000,40,2,2,3.4,16.4,8.7,11.6,22,104.87,142,79,0,0,0
33287,20,6,0,1851000,62,2,2,3.4,16.4,8.7,11.6,22,104.87,142,44,0,0,0
33290,20,6,0,4019000,135,2,2,0.6,7,3.7,0.1,29,104.87,0,44,0,0,1
33292,20,5,0,9601000,196,2,2,0.6,7,3.7,0.1,29,104.87,8,0,0,0,1
33294,20,5,0,14736000,301,2,2,0.6,7,3.7,0.1,29,104.87,12,0,0,0,1
33295,20,6,0,16233000,332,2,2,0.6,7,3.7,0.1,29,104.87,38,86,0,0,1
33301,20,5,0,14459000,242,2,2,0.6,7,3.7,0.1,29,104.87,46,0,0,0,1
33302,20,5,0,26368000,441,2,2,0.6,7,3.7,0.1,29,104.87,48,0,0,0,1
33304,20,2,0,11193000,142,2,2,0.6,7,3.7,0.1,29,104.87,50,0,0,0,1
33306,20,2,0,22422000,284,2,2,0.6,7,3.7,0.1,29,104.87,54,0,0,0,1
33307,20,6,0,41443000,692,2,2,0.6,7,3.7,0.1,29,104.87,56,44,0,0,1
33308,20,6,0,26478000,443,2,2,0.6,7,3.7,0.1,29,104.87,56,44,0,0,1
33309,20,6,0,37207000,622,2,2,0.6,7,3.7,0.1,29,104.87,58,44,0,0,1
33310,20,6,0,24275000,406,2,2,0.6,7,3.7,0.1,29,104.87,58,44,0,0,1
33311,20,6,0,38860000,649,2,2,0.6,7,3.7,0.1,29,104.87,60,44,0,0,1
33312,20,6,0,24993000,418,2,2,0.6,7,3.7,0.1,29,104.87,60,44,0,0,1
33314,20,6,0,35047000,586,2,2,0.6,7,3.7,0.1,29,104.87,62,44,0,0,1
33321,20,3,0,63326000,1133,2,2,0.6,7,3.7,0.1,29,104.87,72,47,0,0,1
33325,20,10,0,5499000,92,2,2,0.6,7,3.7,0.1,29,104.87,80,11,0,0,1
33328,20,10,0,8198000,118,2,2,0.6,7,3.7,0.1,29,104.87,82,11,0,0,1
33329,20,10,0,8006000,134,2,2,0.6,7,3.7,0.1,29,104.87,82,11,0,0,1
33332,20,10,0,16989000,244,2,2,0.6,7,3.7,0.1,29,104.87,84,11,0,0,1
33334,20,5,0,23675000,339,2,2,0.6,7,3.7,0.1,29,104.87,86,0,0,0,1
33335,20,5,0,15747000,226,2,2,0.6,7,3.7,0.1,29,104.87,86,0,0,0,1
33336,20,5,0,35747000,512,2,2,0.6,7,3.7,0.1,29,104.87,88,0,0,0,1
33337,20,5,0,20475000,293,2,2,0.6,7,3.7,0.1,29,104.87,88,0,0,0,1
33341,20,9,1,3933000,23,2,0,0.6,7,3.7,0.1,29,104.87,92,4,0,0,1
33344,20,9,1,24546000,147,2,1,0.6,7,3.7,0.1,29,104.87,94,4,0,0,1
33347,20,9,1,4058000,26,2,0,0.6,7,3.7,0.1,29,104.87,94,4,0,0,1
33348,20,9,1,30645000,183,2,1,0.6,7,3.7,0.1,29,104.87,96,4,0,0,1
33352,20,3,0,25175000,601,2,2,0.6,7,3.7,0.1,29,104.87,98,0,0,0,1
33354,20,3,0,59146000,1412,2,2,0.6,7,3.7,0.1,29,104.87,102,0,0,0,1
33355,20,3,0,27830000,498,2,2,0.6,7,3.7,0.1,29,104.87,104,47,0,0,1
33357,10,6,0,1363000,16,2,2,0.6,7,3.7,0.1,29,104.87,108,0,0,0,1
33362,10,6,0,6997000,79,2,2,0.6,7,3.7,0.1,29,104.87,110,0,0,0,1
33363,10,6,0,14334000,162,2,2,0.6,7,3.7,0.1,29,104.87,111,0,0,0,1
33365,20,3,0,36128000,980,2,2,0.6,7,3.7,0.1,29,104.87,112,83,0,0,1
33367,20,9,0,10826000,168,2,0,0.6,7,3.7,0.1,29,104.87,116,0,0,0,1
33369,20,9,0,20658000,319,2,0,0.6,7,3.7,0.1,29,104.87,118,0,0,0,1
33371,20,9,0,35153000,543,2,0,0.6,7,3.7,0.1,29,104.87,120,0,0,0,1
33373,20,1,2,57063000,117,2,2,0.6,7,3.7,0.1,29,104.87,122,10,0,0,1
33374,20,1,2,110697000,227,2,2,0.6,7,3.7,0.1,29,104.87,124,10,0,0,1
33378,20,1,4,4429000,3,2,1,0.6,7,3.7,0.1,29,104.87,128,1,0,0,1
33379,20,1,4,9059000,6,2,0,0.6,7,3.7,0.1,29,104.87,128,1,0,0,1
33380,20,1,6,0,0,2,1,0.6,7,3.7,0.1,29,104.87,128,1,0,0,1
33382,20,1,3,3045000,3,2,1,0.6,7,3.7,0.1,29,104.87,130,1,0,0,1
33383,20,1,4,9436000,8,2,0,0.6,7,3.7,0.1,29,104.87,130,1,0,0,1
33384,20,1,4,8832000,6,2,1,0.6,7,3.7,0.1,29,104.87,130,1,0,0,1
33386,20,1,6,48340000,18,2,1,0.6,7,3.7,0.1,29,104.87,130,1,0,0,1
33387,20,1,6,0,0,2,0,0.6,7,3.7,0.1,29,104.87,130,1,0,0,1
33389,20,1,4,25013000,21,2,0,0.6,7,3.7,0.1,29,104.87,132,1,0,0,1
33393,20,1,6,30046000,11,2,0,0.6,7,3.7,0.1,29,104.87,132,1,0,0,1
33400,20,4,0,3725000,94,2,2,-2.1,8.9,2.6,0,31,104.87,4,0,0,0,2
33403,20,7,0,10848000,218,2,2,-2.1,8.9,2.6,0,31,104.87,8,0,0,0,2
33404,20,7,0,18227000,366,2,2,-2.1,8.9,2.6,0,31,104.87,10,0,0,0,2
33414,20,7,0,19945000,333,1,2,-2.1,8.9,2.6,0,31,104.87,54,0,0,0,2
33419,20,4,0,43586000,367,2,2,-2.1,8.9,2.6,0,31,104.87,64,96,0,0,2
33421,20,9,1,21152000,164,2,2,-2.1,8.9,2.6,0,31,104.87,68,0,0,0,2
33425,20,7,0,49194000,834,2,2,-2.1,8.9,2.6,0,31,104.87,82,0,0,0,2
33429,20,9,0,10878000,156,2,0,-2.1,8.9,2.6,0,31,104.87,88,0,0,0,2
33432,20,5,0,36563000,458,2,2,-2.1,8.9,2.6,0,31,104.87,92,70,0,0,2
33435,20,3,0,29790000,906,2,2,-2.1,8.9,2.6,0,31,104.87,98,61,0,0,2
33440,20,8,0,29333000,498,2,2,-2.1,8.9,2.6,0,31,104.87,104,0,0,0,2
33441,20,8,0,28755000,488,2,2,-2.1,8.9,2.6,0,31,104.87,106,0,0,0,2
33442,20,8,0,39663000,673,2,2,-2.1,8.9,2.6,0,31,104.87,106,0,0,0,2
33446,20,3,0,51690000,1673,2,2,-2.1,8.9,2.6,0,31,104.87,114,17,0,0,2
33448,20,6,1,13771000,100,2,2,-2.1,8.9,2.6,0,31,104.87,116,0,0,0,2
33451,20,6,1,73060000,526,2,2,-2.1,8.9,2.6,0,31,104.87,120,0,0,0,2
33453,20,4,0,2929000,30,2,2,-2.1,8.9,2.6,0,31,104.87,122,0,0,0,2
